job_id,job_title,company,location,industry,seniority_level,remote_type,salary_min_usd,salary_max_usd,avg_salary_usd,skills,posting_date,num_applicants
100156,Data Analyst Intern,Amber Fashion Group,"Portland, OR",Pharmaceuticals,Entry,Hybrid,48000,63000,55500,Communication; Excel; Looker; Machine Learning; SQL; Snowflake; VBA,2026-06-23,350
100157,Financial Data Analyst,Granite Construction,"Boston, MA",Retail,Mid,Onsite,73500,102000,87750,Data Visualization; ETL; Excel; Machine Learning; R; Snowflake; VBA,2026-02-21,294
100158,Business Data Analyst,Lighthouse Nonprofit,"Atlanta, GA",Insurance,Mid,Hybrid,63500,89500,76500,ETL; Excel; SQL,2026-05-23,9
100159,Junior Data Analyst,Vertex Financial Group,"Raleigh, NC",Real Estate,Entry,Hybrid,45500,62500,54000,A/B Testing; Excel; SQL,2026-06-20,295
100160,Entry Level Data Analyst,Pinnacle Consulting,"San Francisco, CA",Pharmaceuticals,Entry,Remote,67000,95000,81000,AWS; Excel; Google Analytics; Python; R; SQL; Statistics,2026-06-30,208
100161,Senior Data Analyst,GreenLeaf Foods,"Boston, MA",Energy,Senior,Remote,106000,150500,128250,Data Visualization; ETL; Excel; Google Analytics; Python; SQL; Tableau,2026-02-09,123
100162,Senior Data Analyst,Quantum Robotics,"Portland, OR",Telecommunications,Senior,Hybrid,91500,145000,118250,Business Intelligence; Excel; Looker; Machine Learning; SQL,2026-01-09,226
100163,Junior Data Analyst,Copperfield Auto,"Philadelphia, PA",Hospitality,Entry,Hybrid,48500,64500,56500,Data Modeling; Machine Learning; SQL; Tableau,2025-09-17,383
100164,Financial Data Analyst,Quantum Robotics,"Charlotte, NC",Retail,Mid,Remote,60500,82000,71250,Excel; Python; R; SQL; Tableau,2026-01-25,57
100165,Data Analyst,Vertex Financial Group,"Charlotte, NC",Logistics & Supply Chain,Mid,Remote,58000,80500,69250,AWS; Communication; Data Visualization; ETL; Python; SQL,2025-11-02,297
100166,Lead Data Analyst,Summit Media Co,"Phoenix, AZ",Healthcare,Senior,Remote,79000,122000,100500,Communication; Excel; SQL,2025-08-09,189
100167,Data Analytics Manager,Harborline Bank,"Raleigh, NC",Energy,Senior,Hybrid,81500,117000,99250,ETL; Excel; Google Analytics,2025-12-19,225
100168,Data Analyst Intern,Orbit Logistics,"Remote, US",Manufacturing,Entry,Hybrid,48000,66000,57000,AWS; ETL; Google Analytics; Looker,2025-12-14,197
100169,Data Analytics Manager,Sapphire Cloud Services,"Phoenix, AZ",Manufacturing,Senior,Remote,82000,124000,103000,A/B Testing; Azure; Business Intelligence; Excel; R; SQL; Statistics,2026-06-20,40
100170,Financial Data Analyst,Copperfield Auto,"Raleigh, NC",Healthcare,Mid,Hybrid,57500,87500,72500,Business Intelligence; Data Modeling; Looker; Machine Learning; Python; SQL,2026-06-20,219
100171,Lead Data Analyst,BluePeak Retail,"Charlotte, NC",Nonprofit,Senior,Onsite,80000,122000,101000,A/B Testing; Excel; SQL,2026-04-15,335
100172,Financial Data Analyst,Willow Hospitality,"Los Angeles, CA",Telecommunications,Mid,Hybrid,68500,102000,85250,A/B Testing; Azure; Business Intelligence; Data Visualization; Excel; Snowflake; Statistics,2026-03-14,82
100173,Marketing Data Analyst,Northwind Analytics,"Raleigh, NC",Retail,Mid,Remote,62500,80500,71500,AWS; Data Visualization; Excel; Google Analytics,2025-12-26,248
100174,Senior Data Analyst,Ironclad Manufacturing,"Washington, DC",Manufacturing,Senior,Remote,91500,151000,121250,Google Analytics; Power BI; R,2026-03-22,94
100175,Lead Data Analyst,Summit Media Co,"Los Angeles, CA",Logistics & Supply Chain,Senior,Hybrid,101000,159500,130250,Communication; ETL; R; SQL,2025-10-10,235
100176,Data Analyst Intern,Brightpath Education,"Phoenix, AZ",Financial Services,Entry,Hybrid,41500,63500,52500,Excel; Power BI; SQL,2026-02-20,63
100177,Data Analytics Manager,Copperfield Auto,"Raleigh, NC",Logistics & Supply Chain,Senior,Onsite,80000,121500,100750,AWS; Azure; Business Intelligence; Data Visualization; Power BI; SQL,2025-11-30,319
100178,Data Analyst Intern,Vertex Financial Group,"Seattle, WA",Manufacturing,Entry,Remote,55000,76000,65500,Communication; ETL; Excel; SQL,2026-03-07,330
100179,Lead Data Analyst,Lighthouse Nonprofit,"Boston, MA",Logistics & Supply Chain,Senior,Remote,99000,146000,122500,Data Modeling; Data Visualization; Excel; Looker; Python; SQL,2025-10-08,201
100180,Lead Data Analyst,Aurora Biotech,"Raleigh, NC",Media & Entertainment,Senior,Hybrid,81500,130000,105750,A/B Testing; AWS; Excel; Python; R; SQL,2026-04-02,152
100181,Junior Data Analyst,Willow Hospitality,"Washington, DC",Energy,Entry,Onsite,53500,73500,63500,Machine Learning; Power BI; VBA,2026-01-04,282
100182,Data Analyst,Willow Hospitality,"Washington, DC",Logistics & Supply Chain,Mid,Remote,69500,104500,87000,Business Intelligence; Excel; Machine Learning; SQL,2025-08-14,229
100183,Senior Data Analyst,Willow Hospitality,"Atlanta, GA",Technology,Senior,Onsite,85000,123500,104250,Communication; ETL; Excel; R; Snowflake; Statistics; Tableau,2026-03-30,148
100184,Data Analyst Intern,Nova Software,"Boston, MA",Manufacturing,Entry,Onsite,52500,77000,64750,Azure; Communication; Excel; Google Analytics; Machine Learning; SQL; Tableau,2025-09-06,132
100185,Junior Data Analyst,Lighthouse Nonprofit,"Los Angeles, CA",Real Estate,Entry,Remote,56500,75000,65750,Communication; Excel; Machine Learning; SQL,2025-08-17,211
100186,Lead Data Analyst,Falcon Security,"Dallas, TX",Nonprofit,Senior,Onsite,85000,139000,112000,Business Intelligence; Data Visualization; Python; SQL; VBA,2026-03-31,208
100187,Business Data Analyst,Brightpath Education,"Denver, CO",Education,Mid,Remote,66500,90000,78250,Azure; Excel; Google Analytics; Looker; SQL; Tableau; VBA,2026-05-17,240
100188,Data Analyst,Cascade Health Systems,"Boston, MA",Education,Mid,Hybrid,78000,104500,91250,Excel; Machine Learning; R; SQL,2026-01-07,345
100189,Junior Data Analyst,BluePeak Retail,"Phoenix, AZ",Hospitality,Entry,Remote,44500,58500,51500,Excel; Power BI; SQL,2025-09-06,308
100190,Business Data Analyst,Aurora Biotech,"Washington, DC",Financial Services,Mid,Remote,68500,95500,82000,A/B Testing; ETL; Excel; Looker; Python; SQL,2025-08-22,57
100191,Marketing Data Analyst,Stellar Telecom,"Remote, US",Healthcare,Mid,Hybrid,66500,97000,81750,Excel; Python; SQL; Snowflake,2025-10-18,326
100192,Junior Data Analyst,Vantage Pharma,"Minneapolis, MN",Energy,Entry,Hybrid,47000,59000,53000,Excel; Power BI; SQL,2025-09-10,131
100193,Data Analytics Manager,Amber Fashion Group,"Austin, TX",Technology,Senior,Hybrid,94000,142000,118000,Excel; SQL; Statistics,2026-01-17,156
100194,Data Analyst,Granite Construction,"Atlanta, GA",Education,Mid,Hybrid,58500,89000,73750,Data Visualization; SQL; Snowflake,2025-09-06,203
100195,Data Analyst Intern,Brightpath Education,"Charlotte, NC",Logistics & Supply Chain,Entry,Hybrid,44000,63500,53750,Excel; SQL; VBA,2025-10-19,25
100196,Data Analyst,Granite Construction,"Phoenix, AZ",Logistics & Supply Chain,Mid,Remote,60500,88000,74250,Azure; Excel; Machine Learning; Python; SQL; Tableau,2026-03-19,109
100197,Junior Data Analyst,Nova Software,"Los Angeles, CA",Media & Entertainment,Entry,Hybrid,56000,78000,67000,Communication; Excel; SQL,2026-02-08,64
100198,Entry Level Data Analyst,Crestline Airlines,"Portland, OR",Financial Services,Entry,Remote,49500,70000,59750,Excel; SQL; Tableau,2025-12-25,272
100199,Lead Data Analyst,Granite Construction,"Dallas, TX",Healthcare,Senior,Hybrid,89500,137500,113500,Excel; Google Analytics; SQL,2025-08-02,139
100200,Data Analyst Intern,Amber Fashion Group,"Austin, TX",Education,Entry,Hybrid,48500,69500,59000,Business Intelligence; Data Modeling; Data Visualization; Excel; Machine Learning; Power BI; SQL,2026-03-18,6
100201,Data Analyst,Timberline Agriculture,"New York, NY",Technology,Mid,Remote,75000,117500,96250,Azure; Communication; Excel; SQL,2025-12-11,143
100202,Senior Data Analyst,TidalWave Gaming,"Charlotte, NC",Retail,Senior,Hybrid,84000,114000,99000,AWS; Business Intelligence; ETL; Excel; Python; SQL; VBA,2026-02-19,9
100203,Marketing Data Analyst,Redwood Insurance,"Remote, US",Energy,Mid,Onsite,66000,88500,77250,A/B Testing; Excel; Looker; SQL; Statistics,2025-10-28,282
100204,Marketing Data Analyst,Amber Fashion Group,"New York, NY",Manufacturing,Mid,Remote,78000,116000,97000,A/B Testing; Excel; SQL; Snowflake; Statistics,2025-09-11,369
100205,Data Analytics Manager,Vertex Financial Group,"San Francisco, CA",Pharmaceuticals,Senior,Remote,125000,177500,151250,Excel; Power BI; Python; SQL; Snowflake,2026-04-30,295
100206,Data Analyst,Brightpath Education,"Seattle, WA",Technology,Mid,Remote,80000,117500,98750,A/B Testing; Business Intelligence; Data Modeling; Excel; Google Analytics; Machine Learning,2025-09-08,399
100207,Data Analyst Intern,Cascade Health Systems,"Seattle, WA",Retail,Entry,Remote,56000,78500,67250,AWS; Azure; Business Intelligence; Excel; SQL; Statistics; Tableau,2026-06-17,160
100208,Data Analyst Intern,BluePeak Retail,"Denver, CO",Real Estate,Entry,Onsite,45000,68500,56750,AWS; ETL; Excel; Machine Learning; Snowflake,2025-09-28,20
100209,Financial Data Analyst,Timberline Agriculture,"Washington, DC",Logistics & Supply Chain,Mid,Onsite,68000,100500,84250,A/B Testing; Excel; Power BI; SQL,2025-09-05,106
100210,Financial Data Analyst,Stellar Telecom,"Austin, TX",Energy,Mid,Hybrid,70500,90500,80500,Business Intelligence; SQL; Tableau,2025-12-17,67
100211,Data Analyst,Ironclad Manufacturing,"San Francisco, CA",Healthcare,Mid,Onsite,85500,128500,107000,Communication; Data Visualization; ETL; Power BI; R; SQL,2025-11-18,148
100212,Entry Level Data Analyst,Coral Reef Travel,"Seattle, WA",Financial Services,Entry,Hybrid,57500,81500,69500,Azure; Excel; Looker; Python; SQL; Tableau,2026-01-31,107
100213,Lead Data Analyst,Harborline Bank,"Miami, FL",Telecommunications,Senior,Remote,84500,133000,108750,Data Visualization; Excel; Google Analytics; Looker; SQL; Snowflake,2026-05-02,117
100214,Data Analyst,Coral Reef Travel,"Dallas, TX",Financial Services,Mid,Onsite,62500,88500,75500,A/B Testing; Data Modeling; Machine Learning; Power BI; R; Snowflake; Tableau,2025-07-29,396
100215,Business Data Analyst,TidalWave Gaming,"Phoenix, AZ",Manufacturing,Mid,Onsite,62500,80500,71500,Data Visualization; Google Analytics; SQL; VBA,2025-12-28,295
100216,Data Analyst Intern,Orbit Logistics,"Philadelphia, PA",Technology,Entry,Onsite,49000,71000,60000,AWS; Excel; Looker; Power BI; Python; R; SQL,2026-05-05,117
100217,Data Analyst,Aurora Biotech,"Raleigh, NC",Financial Services,Mid,Hybrid,60000,89500,74750,Excel; Google Analytics; R; SQL; Tableau,2026-04-27,365
100218,Junior Data Analyst,Willow Hospitality,"Chicago, IL",Real Estate,Entry,Hybrid,48500,65500,57000,AWS; Azure; Google Analytics; Power BI; Python; VBA,2026-02-09,332
100219,Entry Level Data Analyst,Amber Fashion Group,"Los Angeles, CA",Healthcare,Entry,Hybrid,54500,80500,67500,A/B Testing; AWS; Data Modeling; ETL; Excel; R; SQL,2025-07-01,364
100220,Data Analyst Intern,Meridian Energy,"Philadelphia, PA",Financial Services,Entry,Remote,46000,69500,57750,Excel; Looker; Power BI; R; SQL; Tableau; VBA,2025-12-11,90
100221,Senior Data Analyst,Sapphire Cloud Services,"Los Angeles, CA",Education,Senior,Remote,98000,157500,127750,ETL; Excel; Machine Learning; Power BI; SQL,2026-02-10,380
100222,Financial Data Analyst,Summit Media Co,"Minneapolis, MN",Education,Mid,Onsite,59500,86000,72750,A/B Testing; Business Intelligence; Excel; Python; R; VBA,2025-12-11,138
100223,Senior Data Analyst,Vertex Financial Group,"Los Angeles, CA",Healthcare,Senior,Onsite,97000,143500,120250,Excel; Google Analytics; Looker,2026-05-31,89
100224,Data Analyst Intern,Coral Reef Travel,"Minneapolis, MN",Healthcare,Entry,Remote,43500,67500,55500,AWS; Data Modeling; Excel; Machine Learning; SQL; Snowflake,2026-04-08,256
100225,Junior Data Analyst,BluePeak Retail,"Charlotte, NC",Financial Services,Entry,Hybrid,41000,61000,51000,Excel; Looker; Power BI; Python; SQL; Statistics; VBA,2025-08-11,247
100226,Senior Data Analyst,GreenLeaf Foods,"Phoenix, AZ",Education,Senior,Hybrid,83000,115000,99000,Azure; Data Modeling; Data Visualization; Excel; Python; R; SQL,2025-11-12,120
100227,Data Analytics Manager,TidalWave Gaming,"San Francisco, CA",Healthcare,Senior,Onsite,122000,168500,145250,A/B Testing; Azure; Communication; ETL; Excel,2026-01-31,279
100228,Entry Level Data Analyst,TidalWave Gaming,"Atlanta, GA",Education,Entry,Remote,44000,66500,55250,Data Modeling; Snowflake; VBA,2026-05-14,80
100229,Senior Data Analyst,Willow Hospitality,"Washington, DC",Healthcare,Senior,Onsite,93000,140000,116500,Communication; Excel; Python; Tableau,2026-02-08,108
100230,Junior Data Analyst,Sapphire Cloud Services,"Portland, OR",Insurance,Entry,Remote,49500,71000,60250,Azure; Data Modeling; SQL,2026-03-24,239
100231,Data Analyst,Granite Construction,"Portland, OR",Energy,Mid,Hybrid,64500,92500,78500,Data Modeling; Excel; Power BI; SQL,2025-11-24,279
100232,Marketing Data Analyst,Coral Reef Travel,"Minneapolis, MN",Insurance,Mid,Hybrid,60500,89000,74750,Excel; Machine Learning; SQL,2026-06-21,210
100233,Data Analyst,Meridian Energy,"Los Angeles, CA",Nonprofit,Mid,Remote,76000,112500,94250,AWS; Azure; Google Analytics; Machine Learning; SQL,2026-06-22,355
100234,Senior Data Analyst,Timberline Agriculture,"Atlanta, GA",Healthcare,Senior,Remote,86500,131500,109000,Business Intelligence; Communication; Python; SQL; Statistics,2026-03-06,393
100235,Lead Data Analyst,Timberline Agriculture,"Charlotte, NC",Real Estate,Senior,Remote,82500,112000,97250,ETL; Excel; Power BI; R; SQL; Snowflake; Tableau,2025-07-30,132
100236,Data Analyst,Ironclad Manufacturing,"San Francisco, CA",Pharmaceuticals,Mid,Hybrid,83000,122000,102500,A/B Testing; ETL; Excel; Power BI; SQL; Snowflake,2026-02-14,95
100237,Entry Level Data Analyst,TidalWave Gaming,"Miami, FL",Manufacturing,Entry,Hybrid,47500,62000,54750,AWS; Excel; SQL,2026-04-19,114
100238,Business Data Analyst,Amber Fashion Group,"Atlanta, GA",Hospitality,Mid,Remote,62000,87500,74750,Excel; SQL; Tableau,2025-11-07,316
100239,Data Analytics Manager,Lighthouse Nonprofit,"Dallas, TX",Media & Entertainment,Senior,Onsite,90500,129500,110000,AWS; Excel; SQL; Snowflake,2026-06-05,196
100240,Lead Data Analyst,Amber Fashion Group,"Portland, OR",Energy,Senior,Remote,92500,135500,114000,Azure; Data Modeling; Excel; Google Analytics; SQL,2025-11-01,34
100241,Data Analyst Intern,Meridian Energy,"Los Angeles, CA",Hospitality,Entry,Remote,50500,76500,63500,Azure; Communication; ETL; Excel; SQL,2026-04-19,102
100242,Marketing Data Analyst,Falcon Security,"Atlanta, GA",Hospitality,Mid,Hybrid,63000,92500,77750,AWS; Azure; Excel; R; SQL,2025-11-10,376
100243,Lead Data Analyst,Willow Hospitality,"Boston, MA",Hospitality,Senior,Onsite,104000,147000,125500,Communication; Excel; Google Analytics; SQL,2025-08-30,245
100244,Data Analyst,Timberline Agriculture,"Philadelphia, PA",Energy,Mid,Onsite,60000,97500,78750,AWS; Communication; ETL; Looker; Power BI; SQL; Snowflake,2025-09-09,107
100245,Marketing Data Analyst,Brightpath Education,"Philadelphia, PA",Pharmaceuticals,Mid,Onsite,63500,89500,76500,Excel; Google Analytics; Looker; SQL,2026-02-17,145
100246,Business Data Analyst,Willow Hospitality,"Boston, MA",Energy,Mid,Onsite,73500,110000,91750,Communication; SQL; VBA,2026-01-13,7
100247,Data Analyst,Nova Software,"Denver, CO",Nonprofit,Mid,Hybrid,59500,89500,74500,A/B Testing; Data Visualization; Excel; SQL; Snowflake; Statistics; VBA,2025-08-22,201
100248,Lead Data Analyst,TidalWave Gaming,"Remote, US",Healthcare,Senior,Remote,83000,141500,112250,Communication; Data Modeling; Excel; Google Analytics; Snowflake; Tableau,2025-10-05,89
100249,Financial Data Analyst,Northwind Analytics,"Atlanta, GA",Technology,Mid,Onsite,57500,90500,74000,Data Visualization; Excel; Google Analytics; Power BI; R; SQL; Statistics,2026-03-31,324
100250,Data Analyst,Crestline Airlines,"San Francisco, CA",Hospitality,Mid,Remote,90000,116000,103000,Business Intelligence; Excel; SQL,2026-06-25,83
100251,Business Data Analyst,Lighthouse Nonprofit,"New York, NY",Insurance,Mid,Hybrid,72500,111000,91750,Communication; Data Modeling; Excel; Power BI; Snowflake; Tableau; VBA,2026-03-12,106
100252,Data Analyst Intern,Redwood Insurance,"Dallas, TX",Real Estate,Entry,Hybrid,44500,67000,55750,Azure; Excel; Looker; SQL; Statistics,2026-03-04,174
100253,Business Data Analyst,Northwind Analytics,"New York, NY",Hospitality,Mid,Remote,72500,111500,92000,Excel; Power BI; Python; SQL; Snowflake; VBA,2025-11-29,140
100254,Entry Level Data Analyst,BluePeak Retail,"Chicago, IL",Real Estate,Entry,Remote,46500,67500,57000,Communication; Excel; Power BI; SQL; VBA,2025-09-09,344
100255,Junior Data Analyst,Quantum Robotics,"Charlotte, NC",Pharmaceuticals,Entry,Hybrid,43000,63000,53000,Excel; Google Analytics; SQL,2026-02-19,144
100256,Financial Data Analyst,Lighthouse Nonprofit,"Raleigh, NC",Telecommunications,Mid,Hybrid,62500,81500,72000,Communication; Excel; Power BI; R,2026-03-05,296
100257,Entry Level Data Analyst,Summit Media Co,"Portland, OR",Media & Entertainment,Entry,Onsite,48500,71500,60000,Data Modeling; Excel; Power BI; SQL,2026-06-01,165
100258,Data Analyst,Lighthouse Nonprofit,"Columbus, OH",Telecommunications,Mid,Onsite,58000,77500,67750,A/B Testing; Communication; Data Modeling; Power BI; SQL,2026-05-25,202
100259,Junior Data Analyst,Sapphire Cloud Services,"Miami, FL",Pharmaceuticals,Entry,Onsite,43000,65500,54250,Excel; Looker; SQL; VBA,2025-11-01,174
100260,Data Analytics Manager,BluePeak Retail,"Columbus, OH",Technology,Senior,Hybrid,76500,122500,99500,Data Modeling; Excel; SQL,2025-12-09,65
100261,Entry Level Data Analyst,Falcon Security,"New York, NY",Retail,Entry,Hybrid,53000,80500,66750,AWS; SQL; Snowflake,2026-02-19,179
100262,Marketing Data Analyst,Sapphire Cloud Services,"San Francisco, CA",Real Estate,Mid,Remote,85500,125500,105500,Business Intelligence; Data Visualization; ETL; Excel; Looker; Power BI; SQL,2025-07-02,179
100263,Marketing Data Analyst,Sapphire Cloud Services,"Remote, US",Logistics & Supply Chain,Mid,Hybrid,65500,86000,75750,Communication; Excel; SQL; Tableau,2025-08-31,206
100264,Business Data Analyst,Ironclad Manufacturing,"Denver, CO",Nonprofit,Mid,Hybrid,66000,86000,76000,A/B Testing; Business Intelligence; Excel; Power BI; Snowflake; Tableau; VBA,2025-07-25,288
100265,Financial Data Analyst,Sapphire Cloud Services,"Philadelphia, PA",Education,Mid,Onsite,66000,97500,81750,ETL; Excel; Google Analytics; Machine Learning; Power BI; SQL; Tableau,2026-06-20,395
100266,Business Data Analyst,Pinnacle Consulting,"Phoenix, AZ",Manufacturing,Mid,Onsite,58500,80000,69250,AWS; Google Analytics; Power BI; SQL; Snowflake; Statistics,2026-06-17,181
100267,Junior Data Analyst,Lighthouse Nonprofit,"Boston, MA",Logistics & Supply Chain,Entry,Hybrid,55000,78500,66750,AWS; Azure; Communication; Excel; Looker,2025-07-13,200
100268,Junior Data Analyst,BluePeak Retail,"San Francisco, CA",Technology,Entry,Remote,66000,96000,81000,AWS; Excel; SQL; Statistics; VBA,2026-02-17,57
100269,Data Analyst Intern,Timberline Agriculture,"Miami, FL",Real Estate,Entry,Remote,46500,63500,55000,Azure; Communication; ETL; Excel; Google Analytics; SQL; Snowflake,2026-04-09,32
100270,Data Analyst,Falcon Security,"Dallas, TX",Technology,Mid,Hybrid,65000,95000,80000,Azure; Data Visualization; Statistics; VBA,2025-11-28,234
100271,Junior Data Analyst,Copperfield Auto,"Austin, TX",Healthcare,Entry,Onsite,51000,66000,58500,Excel; Machine Learning; SQL,2025-11-08,7
100272,Marketing Data Analyst,Ironclad Manufacturing,"Seattle, WA",Financial Services,Mid,Remote,75000,103000,89000,Azure; Data Visualization; ETL; Excel; Looker; Python; SQL,2025-10-03,271
100273,Senior Data Analyst,Granite Construction,"Columbus, OH",Healthcare,Senior,Hybrid,78000,110000,94000,Data Visualization; Google Analytics; SQL; VBA,2026-05-13,276
100274,Entry Level Data Analyst,Nova Software,"New York, NY",Retail,Entry,Hybrid,56000,84500,70250,A/B Testing; Business Intelligence; Data Modeling; ETL; Excel; Google Analytics; Looker,2026-01-14,136
100275,Lead Data Analyst,Falcon Security,"Remote, US",Financial Services,Senior,Onsite,92000,130500,111250,AWS; Excel; Looker; Machine Learning; R; SQL; Statistics,2025-08-19,90
100276,Lead Data Analyst,Nova Software,"New York, NY",Hospitality,Senior,Remote,108500,166000,137250,Azure; Communication; Excel; Python; SQL; Statistics,2025-12-17,24
100277,Senior Data Analyst,Vertex Financial Group,"San Francisco, CA",Healthcare,Senior,Onsite,120500,181500,151000,Communication; ETL; Excel; SQL,2025-07-09,204
100278,Senior Data Analyst,Nova Software,"New York, NY",Hospitality,Senior,Onsite,100000,165500,132750,Data Visualization; SQL; Snowflake,2025-12-02,315
100279,Senior Data Analyst,GreenLeaf Foods,"Washington, DC",Media & Entertainment,Senior,Hybrid,99500,146000,122750,A/B Testing; AWS; ETL; Google Analytics; Looker; Tableau; VBA,2026-05-28,196
100280,Data Analyst,Nova Software,"Miami, FL",Healthcare,Mid,Remote,58000,90500,74250,AWS; Azure; Data Visualization; Power BI; Python; Snowflake; Statistics,2025-09-11,87
100281,Junior Data Analyst,Harborline Bank,"Portland, OR",Real Estate,Entry,Remote,45500,69500,57500,AWS; Azure; Business Intelligence; Excel; Google Analytics; Python; SQL,2026-04-24,254
100282,Marketing Data Analyst,Stellar Telecom,"Seattle, WA",Hospitality,Mid,Hybrid,72500,112500,92500,Business Intelligence; Excel; Looker; SQL,2026-04-26,83
100283,Data Analyst Intern,TidalWave Gaming,"Charlotte, NC",Telecommunications,Entry,Remote,42000,55500,48750,Communication; Data Visualization; Machine Learning; SQL,2026-03-03,241
100284,Entry Level Data Analyst,Stellar Telecom,"Remote, US",Education,Entry,Hybrid,45000,67500,56250,Azure; Machine Learning; Python; SQL; Statistics,2026-03-17,328
100285,Data Analyst,Sapphire Cloud Services,"Philadelphia, PA",Energy,Mid,Hybrid,64500,97500,81000,Azure; Looker; R; SQL; Statistics; Tableau; VBA,2025-11-26,73
100286,Entry Level Data Analyst,Aurora Biotech,"Columbus, OH",Retail,Entry,Hybrid,41500,60000,50750,AWS; Business Intelligence; Data Modeling; Python; R; Snowflake; Tableau,2025-09-13,381
100287,Entry Level Data Analyst,Stellar Telecom,"San Francisco, CA",Technology,Entry,Onsite,61500,86500,74000,Data Visualization; SQL; Snowflake; Statistics,2025-07-24,25
100288,Marketing Data Analyst,Cascade Health Systems,"Columbus, OH",Hospitality,Mid,Onsite,58500,78000,68250,AWS; Azure; Data Visualization; ETL; Excel; R; VBA,2025-11-06,197
100289,Business Data Analyst,Aurora Biotech,"Phoenix, AZ",Manufacturing,Mid,Onsite,57500,88500,73000,Business Intelligence; Excel; Power BI; R; SQL; Snowflake; Tableau,2026-03-21,334
100290,Data Analytics Manager,Redwood Insurance,"Seattle, WA",Healthcare,Senior,Remote,107500,167000,137250,Excel; Google Analytics; Power BI; SQL,2026-04-29,87
100291,Financial Data Analyst,Northwind Analytics,"Atlanta, GA",Financial Services,Mid,Remote,61500,82500,72000,Azure; Data Modeling; Excel; R; SQL; Tableau; VBA,2026-04-15,331
100292,Data Analyst,Coral Reef Travel,"Remote, US",Retail,Mid,Remote,64500,91500,78000,A/B Testing; Communication; Data Modeling; Excel; SQL; Tableau,2026-06-17,180
100293,Entry Level Data Analyst,Crestline Airlines,"Philadelphia, PA",Retail,Entry,Remote,46500,62500,54500,Communication; Data Modeling; Excel; SQL,2026-05-11,312
100294,Data Analyst,Coral Reef Travel,"Miami, FL",Logistics & Supply Chain,Mid,Onsite,58500,91500,75000,Azure; Communication; Data Modeling; Excel; R; SQL; Snowflake,2026-03-29,224
100295,Business Data Analyst,Granite Construction,"Raleigh, NC",Telecommunications,Mid,Onsite,58000,89500,73750,Communication; ETL; Excel; Looker; Machine Learning; Power BI; Tableau,2026-05-03,283
100296,Financial Data Analyst,Pinnacle Consulting,"Denver, CO",Financial Services,Mid,Hybrid,66000,93000,79500,ETL; SQL; Snowflake,2026-06-18,166
100297,Financial Data Analyst,Stellar Telecom,"Chicago, IL",Healthcare,Mid,Hybrid,67500,93000,80250,Data Visualization; ETL; Looker; Machine Learning; Power BI; SQL; VBA,2026-03-05,96
100298,Marketing Data Analyst,Nova Software,"Miami, FL",Education,Mid,Remote,60500,87000,73750,A/B Testing; Business Intelligence; Excel; Power BI; R; SQL,2026-01-22,178
100299,Lead Data Analyst,Crestline Airlines,"San Francisco, CA",Healthcare,Senior,Hybrid,121500,187500,154500,Communication; Excel; Python; SQL,2026-05-08,24
100300,Financial Data Analyst,Vantage Pharma,"Phoenix, AZ",Energy,Mid,Hybrid,57000,90500,73750,Business Intelligence; Looker; SQL,2026-03-23,151
100301,Business Data Analyst,BluePeak Retail,"Portland, OR",Logistics & Supply Chain,Mid,Hybrid,62500,89500,76000,A/B Testing; Data Visualization; SQL,2025-08-14,146
100302,Financial Data Analyst,Stellar Telecom,"Phoenix, AZ",Media & Entertainment,Mid,Hybrid,59000,87500,73250,Azure; Excel; SQL,2026-04-25,183
100303,Marketing Data Analyst,Sapphire Cloud Services,"Dallas, TX",Technology,Mid,Hybrid,60000,96000,78000,Communication; Excel; Machine Learning; Power BI; R; SQL; VBA,2026-03-15,155
100304,Marketing Data Analyst,Cascade Health Systems,"Columbus, OH",Insurance,Mid,Onsite,58500,82000,70250,A/B Testing; Excel; Google Analytics; Looker; SQL; VBA,2026-04-27,19
100305,Entry Level Data Analyst,Cascade Health Systems,"Dallas, TX",Retail,Entry,Hybrid,48000,62500,55250,Communication; Data Visualization; SQL; Snowflake,2025-11-12,132
100306,Data Analytics Manager,Vertex Financial Group,"Phoenix, AZ",Hospitality,Senior,Onsite,79500,123500,101500,Data Visualization; Excel; Google Analytics; Looker,2026-06-15,102
100307,Entry Level Data Analyst,Falcon Security,"Denver, CO",Technology,Entry,Onsite,49500,63500,56500,Data Visualization; Excel; SQL; Tableau,2026-06-05,257
100308,Data Analyst Intern,Northwind Analytics,"Miami, FL",Financial Services,Entry,Onsite,45000,62500,53750,Data Modeling; Excel; Looker; Machine Learning; R; Snowflake; Statistics,2026-03-27,221
100309,Entry Level Data Analyst,Nova Software,"San Francisco, CA",Logistics & Supply Chain,Entry,Hybrid,66500,93500,80000,Business Intelligence; Google Analytics; Looker; Power BI; SQL; Snowflake,2026-01-11,302
100310,Senior Data Analyst,Quantum Robotics,"Charlotte, NC",Energy,Senior,Onsite,76000,115500,95750,Data Visualization; Excel; Google Analytics; R; SQL,2026-01-07,191
100311,Financial Data Analyst,Pinnacle Consulting,"Washington, DC",Healthcare,Mid,Hybrid,74500,104000,89250,A/B Testing; Excel; SQL,2025-09-13,383
100312,Junior Data Analyst,Skyline Real Estate,"New York, NY",Healthcare,Entry,Hybrid,53500,84500,69000,AWS; Data Modeling; Excel; Google Analytics; Looker; Machine Learning; SQL,2026-06-19,88
