job_id,skill
100359,ETL
100359,Excel
100360,Excel
100360,Power BI
100360,R
100360,SQL
100360,Snowflake
100360,Tableau
100361,Data Modeling
100361,Excel
100361,Python
100361,SQL
100362,Data Modeling
100362,Excel
100362,R
100362,Tableau
100362,VBA
100363,Azure
100363,Business Intelligence
100363,Excel
100363,Looker
100363,SQL
100364,Data Modeling
100364,Excel
100364,Machine Learning
100364,SQL
100365,Communication
100365,Excel
100365,Power BI
100366,AWS
100366,Data Visualization
100366,Excel
100366,Google Analytics
100366,Python
100366,R
100366,Statistics
100367,AWS
100367,Excel
100367,Power BI
100367,SQL
100367,Statistics
100367,VBA
100368,Data Visualization
100368,Excel
100368,SQL
100368,Snowflake
100368,Tableau
100369,Communication
100369,Excel
100369,SQL
100370,Azure
100370,Google Analytics
100370,Power BI
100370,R
100370,SQL
100370,Statistics
100370,VBA
100371,Data Modeling
100371,Looker
100371,SQL
100372,Azure
100372,Data Modeling
100372,Google Analytics
100372,SQL
100372,Statistics
100373,AWS
100373,Data Visualization
100373,ETL
100373,Excel
100373,Power BI
100373,R
100373,SQL
100374,Data Visualization
100374,Excel
100374,Power BI
100374,R
100374,Statistics
100375,Azure
100375,Excel
100375,Google Analytics
100375,Power BI
100375,SQL
100375,Snowflake
100375,Tableau
100376,AWS
100376,SQL
100376,Snowflake
100377,Excel
100377,SQL
100377,Tableau
100378,A/B Testing
100378,Excel
100378,Python
100378,R
100378,SQL
100379,AWS
100379,Business Intelligence
100379,Data Visualization
100379,ETL
100379,R
100379,VBA
100380,AWS
100380,Business Intelligence
100380,Excel
100380,Looker
100380,Power BI
100380,VBA
100381,Business Intelligence
100381,Excel
100381,Looker
100381,Python
100381,SQL
100382,Azure
100382,Excel
100382,Google Analytics
100383,Azure
100383,Communication
100383,Excel
100383,SQL
100383,VBA
100384,AWS
100384,Business Intelligence
100384,ETL
100384,Excel
100384,R
100384,SQL
100384,Snowflake
100385,AWS
100385,Business Intelligence
100385,Excel
100385,SQL
100385,Statistics
100385,Tableau
100385,VBA
100386,Data Visualization
100386,ETL
100386,Excel
100386,Python
100386,SQL
100386,Snowflake
100387,AWS
100387,Excel
100387,SQL
100388,Azure
100388,Data Visualization
100388,ETL
100388,Excel
100388,SQL
100388,Statistics
100389,Business Intelligence
100389,Communication
100389,Data Modeling
100389,Excel
100389,Python
100389,Tableau
100390,A/B Testing
100390,Communication
100390,Looker
100390,SQL
100391,Looker
100391,Python
100391,SQL
100392,AWS
100392,SQL
100392,VBA
100393,Data Modeling
100393,Excel
100393,Machine Learning
100393,R
100393,SQL
100394,Excel
100394,Looker
100394,Python
100394,Snowflake
100394,Tableau
100395,Business Intelligence
100395,Data Visualization
100395,Excel
100395,R
100396,A/B Testing
100396,Business Intelligence
100396,Excel
100396,R
100396,SQL
100396,Statistics
100397,A/B Testing
100397,ETL
100397,Excel
100397,Looker
100397,Machine Learning
100397,Python
100397,VBA
100398,ETL
100398,Google Analytics
100398,Machine Learning
100398,SQL
100398,Snowflake
100398,VBA
100399,Azure
100399,Google Analytics
100399,SQL
100399,VBA
100400,Data Modeling
100400,Excel
100400,Python
100400,SQL
100401,Data Modeling
100401,Machine Learning
100401,Power BI
100401,R
100401,SQL
100401,Tableau
100402,ETL
100402,Excel
100402,Machine Learning
100402,SQL
100403,Excel
100403,Power BI
100403,SQL
100403,Tableau
100404,Looker
100404,SQL
100404,Tableau
100405,A/B Testing
100405,Communication
100405,ETL
100405,Excel
100405,Looker
100405,Python
100406,Data Visualization
100406,Excel
100406,Python
100407,Data Visualization
100407,ETL
100407,Excel
100407,Looker
100407,Power BI
100408,AWS
100408,Azure
100408,Business Intelligence
100408,Excel
100408,Looker
100408,SQL
100408,VBA
100409,A/B Testing
100409,Excel
100409,Google Analytics
100409,Looker
100409,Python
100409,SQL
100409,Tableau
100410,Business Intelligence
100410,Excel
100410,R
100411,Azure
100411,Data Modeling
100411,Excel
100411,Google Analytics
100411,Power BI
100411,Tableau
100412,A/B Testing
100412,Business Intelligence
100412,Excel
100412,R
100412,SQL
100413,AWS
100413,Communication
100413,SQL
100414,Excel
100414,Looker
100414,R
100414,SQL
100415,Data Visualization
100415,Excel
100415,SQL
100416,Excel
100416,Google Analytics
100416,R
100416,SQL
100416,Snowflake
100416,VBA
100417,Azure
100417,Excel
100417,R
100418,Data Modeling
100418,Excel
100418,Google Analytics
100418,Power BI
100418,SQL
100419,A/B Testing
100419,Data Visualization
100419,ETL
100419,Excel
100419,R
100419,SQL
100419,Tableau
100420,A/B Testing
100420,Communication
100420,Excel
100420,Google Analytics
100420,R
100420,SQL
100421,Business Intelligence
100421,Excel
100421,Looker
100421,SQL
100422,Azure
100422,Communication
100422,Data Visualization
100422,ETL
100422,Excel
100422,Looker
100422,SQL
100423,A/B Testing
100423,Azure
100423,Communication
100423,Excel
100423,Python
100423,SQL
100424,Business Intelligence
100424,ETL
100424,Looker
100424,Python
100424,SQL
100424,Tableau
100424,VBA
100425,Azure
100425,Excel
100425,Google Analytics
100425,Machine Learning
100425,Python
100425,Statistics
100426,Azure
100426,Excel
100426,Google Analytics
100426,Power BI
100426,SQL
100426,Statistics
100426,Tableau
100427,Azure
100427,Data Visualization
100427,Excel
100427,Python
100427,SQL
100428,Business Intelligence
100428,Python
100428,SQL
100429,AWS
100429,Communication
100429,Excel
100429,Looker
100429,R
100429,SQL
100429,Tableau
100430,Azure
100430,Google Analytics
100430,Looker
100430,SQL
100430,VBA
100431,AWS
100431,Data Visualization
100431,Excel
100431,SQL
100432,A/B Testing
100432,Excel
100432,Power BI
100432,R
100433,Business Intelligence
100433,Data Visualization
100433,Excel
100433,R
100433,SQL
100434,Data Modeling
100434,Excel
100434,Looker
100434,SQL
100434,Tableau
100435,AWS
100435,Excel
100435,Google Analytics
100435,Python
100435,SQL
100435,Statistics
100436,Business Intelligence
100436,Excel
100436,Google Analytics
100436,Looker
100436,SQL
100436,Snowflake
100436,Statistics
100437,Business Intelligence
100437,Communication
100437,Excel
100437,Python
100437,SQL
100437,Statistics
100438,Data Modeling
100438,ETL
100438,Google Analytics
100438,Python
100438,SQL
100438,Statistics
100438,VBA
100439,AWS
100439,Excel
100439,Looker
100439,SQL
100439,Snowflake
100440,AWS
100440,Communication
100440,Excel
100440,Looker
100440,R
100440,SQL
100441,Data Visualization
100441,Looker
100441,Power BI
100441,SQL
100441,Snowflake
100442,AWS
100442,Communication
100442,Data Modeling
100442,Excel
100442,SQL
100443,AWS
100443,Data Visualization
100443,Excel
100443,Machine Learning
100443,Power BI
100444,A/B Testing
100444,Data Modeling
100444,Snowflake
100444,Statistics
100445,AWS
100445,Business Intelligence
100445,Data Modeling
100445,Data Visualization
100445,Excel
100445,Tableau
100446,Communication
100446,Data Modeling
100446,Python
100446,SQL
100446,Statistics
100447,Data Modeling
100447,Looker
100447,Machine Learning
100447,Power BI
100447,SQL
100447,Tableau
100447,VBA
100448,Data Modeling
100448,Data Visualization
100448,Excel
100448,R
100448,SQL
100449,Excel
100449,Looker
100449,Power BI
100449,R
100449,SQL
100449,Snowflake
100449,Statistics
100450,Business Intelligence
100450,Data Modeling
100450,Excel
100450,SQL
100450,Snowflake
100451,A/B Testing
100451,Azure
100451,Business Intelligence
100451,Communication
100451,Excel
100452,Excel
100452,SQL
100452,Tableau
100453,Communication
100453,Looker
100453,SQL
100454,Business Intelligence
100454,Excel
100454,Machine Learning
100454,Power BI
100454,SQL
100454,Tableau
100455,Excel
100455,Google Analytics
100455,SQL
100455,Tableau
100456,Azure
100456,Excel
100456,Google Analytics
100456,Looker
100456,Machine Learning
100456,SQL
100456,Statistics
100457,Communication
100457,Excel
100457,Looker
100457,SQL
100457,Tableau
100458,ETL
100458,Excel
100458,Machine Learning
100458,SQL
100459,Data Visualization
100459,Excel
100459,Google Analytics
100459,SQL
100459,VBA
100460,AWS
100460,Excel
100460,SQL
100461,ETL
100461,Excel
100461,Google Analytics
100461,SQL
100461,Snowflake
100461,VBA
100462,Communication
100462,Data Visualization
100462,Excel
100462,Looker
100462,Statistics
100463,AWS
100463,Excel
100463,Google Analytics
100463,Machine Learning
100463,Python
100463,SQL
100463,VBA
100464,Business Intelligence
100464,Data Modeling
100464,Excel
100464,R
100464,Snowflake
100465,A/B Testing
100465,Communication
100465,Excel
100465,R
100465,SQL
100465,Snowflake
100465,Statistics
100466,AWS
100466,Excel
100466,Machine Learning
100466,SQL
100467,Data Modeling
100467,Excel
100467,Python
100467,R
100467,SQL
100467,Statistics
100467,Tableau
100468,AWS
100468,Excel
100468,Google Analytics
100469,AWS
100469,Looker
100469,Machine Learning
100469,Power BI
100469,Python
100469,SQL
100469,Snowflake
100470,Communication
100470,Excel
100470,Looker
100470,Machine Learning
100470,SQL
100471,AWS
100471,Data Modeling
100471,Looker
100471,SQL
100472,A/B Testing
100472,Azure
100472,Business Intelligence
100472,ETL
100472,SQL
100473,Excel
100473,Looker
100473,Machine Learning
100473,Python
100473,SQL
100474,Azure
100474,Business Intelligence
100474,Data Modeling
100474,Excel
100474,Google Analytics
100474,SQL
100475,A/B Testing
100475,R
100475,SQL
100476,Excel
100476,Google Analytics
100476,R
100476,SQL
100477,Business Intelligence
100477,Data Visualization
100477,Excel
100477,Machine Learning
100477,Python
100477,SQL
100477,Statistics
100478,A/B Testing
100478,Business Intelligence
100478,Data Visualization
100478,Looker
100478,Power BI
100478,SQL
100478,Snowflake
100479,Communication
100479,R
100479,SQL
100479,Tableau
100479,VBA
100480,Azure
100480,ETL
100480,Excel
100480,Google Analytics
100480,SQL
100480,Statistics
100481,Data Modeling
100481,ETL
100481,Excel
100481,Machine Learning
100481,SQL
100481,Statistics
100481,Tableau
100482,Excel
100482,Google Analytics
100482,Python
100482,SQL
100482,Tableau
100483,Data Modeling
100483,Excel
100483,Google Analytics
100483,Machine Learning
100483,Snowflake
100484,Business Intelligence
100484,Communication
100484,Excel
100484,Machine Learning
100484,Power BI
100484,R
100485,AWS
100485,R
100485,SQL
100485,Snowflake
100485,Statistics
100486,A/B Testing
100486,Excel
100486,Looker
100487,Business Intelligence
100487,Looker
100487,SQL
100488,AWS
100488,ETL
100488,Excel
100488,Google Analytics
100488,SQL
100488,Statistics
100488,Tableau
100489,ETL
100489,Excel
100489,Python
100489,R
100489,SQL
100489,Statistics
100490,A/B Testing
100490,Data Visualization
100490,Excel
100490,Power BI
100490,Statistics
100490,Tableau
100490,VBA
100491,Excel
100491,Google Analytics
100491,Snowflake
100492,AWS
100492,Google Analytics
100492,Looker
100492,Python
100492,Snowflake
100492,Tableau
100493,Business Intelligence
100493,Data Visualization
100493,Machine Learning
100493,Power BI
100493,SQL
100493,Tableau
100494,Azure
100494,Business Intelligence
100494,Machine Learning
100494,SQL
100494,VBA
100495,ETL
100495,Excel
100495,Power BI
100496,AWS
100496,Excel
100496,Python
100496,SQL
100496,Tableau
100497,A/B Testing
100497,AWS
100497,Business Intelligence
100497,Excel
100497,Python
100497,SQL
100497,Tableau
100498,Azure
100498,Communication
100498,ETL
100498,Excel
100498,Google Analytics
100498,Power BI
100498,SQL
100499,Data Modeling
100499,ETL
100499,SQL
100500,Excel
100500,Looker
100500,Power BI
100500,SQL
100500,VBA
100501,AWS
100501,Business Intelligence
100501,Data Modeling
100501,ETL
100501,Tableau
100502,Excel
100502,SQL
100502,Tableau
100503,Data Visualization
100503,Excel
100503,R
100503,Snowflake
100503,VBA
100504,Azure
100504,Machine Learning
100504,Power BI
100504,SQL
100504,Tableau
100505,Power BI
100505,R
100505,SQL
100506,Business Intelligence
100506,Google Analytics
100506,Power BI
100506,Statistics
100506,Tableau
100507,A/B Testing
100507,Communication
100507,ETL
100507,SQL
100507,Snowflake
100507,Tableau
100508,Excel
100508,Python
100508,SQL
100509,Business Intelligence
100509,Communication
100509,Data Modeling
100509,ETL
100509,Excel
100509,Google Analytics
100509,SQL
100510,AWS
100510,Business Intelligence
100510,Data Visualization
100510,ETL
100510,Excel
100510,SQL
100510,Statistics
100511,AWS
100511,Excel
100511,Google Analytics
100511,Looker
100511,R
100511,SQL
100511,Snowflake
100512,AWS
100512,Business Intelligence
100512,Excel
100512,Power BI
100512,SQL
100512,Tableau
100512,VBA
100513,AWS
100513,Azure
100513,Data Visualization
100513,Excel
100513,SQL
100513,Tableau
100513,VBA
100514,Communication
100514,Excel
100514,Python
100515,Business Intelligence
100515,Communication
100515,Excel
100515,Looker
100515,Machine Learning
100515,VBA
100516,Business Intelligence
100516,Data Visualization
100516,Excel
100516,Looker
100516,Power BI
100516,Python
100516,Statistics
100517,AWS
100517,Data Visualization
100517,Excel
100517,SQL
100518,Azure
100518,Data Visualization
100518,Excel
100518,Power BI
100518,Python
100518,SQL
100519,A/B Testing
100519,Azure
100519,Business Intelligence
100519,Data Modeling
100519,Google Analytics
100519,SQL
100519,Snowflake
100520,AWS
100520,Excel
100520,Machine Learning
100520,Python
100520,R
100520,SQL
100521,Looker
100521,Power BI
100521,SQL
100521,Snowflake
100522,Excel
100522,Google Analytics
100522,SQL
100523,Azure
100523,Excel
100523,SQL
100524,ETL
100524,Excel
100524,SQL
100525,Data Modeling
100525,ETL
100525,Excel
100525,Machine Learning
100525,Power BI
100525,Snowflake
100526,A/B Testing
100526,AWS
100526,Looker
100526,Power BI
100526,SQL
100526,Statistics
100526,Tableau
100527,AWS
100527,Business Intelligence
100527,Data Modeling
100527,Excel
100527,Google Analytics
100527,Python
100527,SQL
100528,AWS
100528,Excel
100528,SQL
100528,Snowflake
100529,Azure
100529,Google Analytics
100529,SQL
100529,Snowflake
100529,Statistics
100530,Azure
100530,Data Modeling
100530,Looker
100530,SQL
100531,Business Intelligence
100531,Communication
100531,Data Visualization
100531,ETL
100531,Excel
100531,Power BI
100531,SQL
100532,Data Visualization
100532,Excel
100532,SQL
100533,Communication
100533,Data Modeling
100533,ETL
100533,Excel
100533,Power BI
100533,SQL
100533,Statistics
100534,A/B Testing
100534,Machine Learning
100534,Python
100534,Tableau
100535,Azure
100535,Communication
100535,Excel
100535,Google Analytics
100535,Machine Learning
100535,SQL
100536,Excel
100536,SQL
100536,Statistics
100537,Excel
100537,Power BI
100537,SQL
100538,A/B Testing
100538,Google Analytics
100538,Snowflake
100539,Business Intelligence
100539,Excel
100539,Google Analytics
100539,Python
100539,SQL
100539,Tableau
100540,A/B Testing
100540,Business Intelligence
100540,Communication
100540,Excel
100540,Power BI
100540,SQL
100541,Azure
100541,Excel
100541,Power BI
100541,Statistics
100541,VBA
100542,A/B Testing
100542,Business Intelligence
100542,Excel
100542,Python
100542,R
100542,SQL
100542,Tableau
100543,AWS
100543,Data Modeling
100543,Data Visualization
100543,Excel
100543,Google Analytics
100543,SQL
100544,Data Modeling
100544,Excel
100544,Python
100544,SQL
100545,A/B Testing
100545,Business Intelligence
100545,Excel
100545,Power BI
100545,R
100545,SQL
100546,Data Modeling
100546,ETL
100546,Excel
100546,R
100546,Statistics
100547,AWS
100547,Azure
100547,Excel
100547,SQL
100547,Statistics
100548,Excel
100548,Machine Learning
100548,Power BI
100548,SQL
100549,Business Intelligence
100549,Communication
100549,Data Modeling
100549,Excel
100549,Power BI
100549,Python
100549,Tableau
100550,AWS
100550,Azure
100550,Power BI
100550,R
100550,SQL
100550,Statistics
100550,Tableau
100551,A/B Testing
100551,Data Visualization
100551,ETL
100551,Excel
100551,R
100551,SQL
100551,Snowflake
100552,A/B Testing
100552,Business Intelligence
100552,Communication
100552,Excel
100552,SQL
100552,Statistics
100552,VBA
100553,A/B Testing
100553,Business Intelligence
100553,Data Visualization
100553,Excel
100553,Machine Learning
100553,SQL
100554,A/B Testing
100554,Excel
100554,Machine Learning
100554,SQL
100555,Azure
100555,Excel
100555,Google Analytics
100555,SQL
100555,Statistics
100556,AWS
100556,Data Visualization
100556,ETL
100556,SQL
100556,VBA
100557,A/B Testing
100557,Excel
100557,SQL
100557,Snowflake
100558,AWS
100558,Excel
100558,Tableau
100558,VBA
100559,AWS
100559,Excel
100559,Google Analytics
100559,Python
100559,R
100559,SQL
100559,Tableau
100560,Azure
100560,ETL
100560,Excel
100560,Looker
100560,SQL
100560,Statistics
100561,Business Intelligence
100561,Excel
100561,Looker
100561,Python
100561,R
100561,SQL
100561,Statistics
100562,Communication
100562,Excel
100562,Power BI
100562,R
100562,SQL
100562,Tableau
100563,Business Intelligence
100563,Machine Learning
100563,SQL
100563,Snowflake
100563,Statistics
100564,AWS
100564,Business Intelligence
100564,Excel
100564,Python
100564,R
100564,SQL
100565,Azure
100565,Data Modeling
100565,ETL
100565,Excel
100565,Power BI
100565,R
100566,Azure
100566,Data Visualization
100566,Excel
100566,Power BI
100566,Python
100566,VBA
100567,Azure
100567,Data Modeling
100567,ETL
100567,Excel
100567,Google Analytics
100567,Statistics
100568,Excel
100568,Looker
100568,Machine Learning
100568,R
100568,SQL
100568,Snowflake
100569,Data Visualization
100569,R
100569,SQL
100569,Statistics
100570,AWS
100570,Excel
100570,SQL
100571,Google Analytics
100571,SQL
100571,Statistics
100572,Azure
100572,Excel
100572,Google Analytics
100572,Statistics
100572,VBA
100573,A/B Testing
100573,Data Visualization
100573,Excel
100573,Looker
100573,Machine Learning
100573,Python
100574,ETL
100574,Google Analytics
100574,Power BI
100574,SQL
100575,A/B Testing
100575,Business Intelligence
100575,ETL
100575,Excel
100575,Power BI
100575,SQL
100575,Snowflake
100576,ETL
100576,Google Analytics
100576,SQL
100576,Statistics
100576,Tableau
100576,VBA
100577,A/B Testing
100577,AWS
100577,Excel
100577,Google Analytics
100577,SQL
100577,Snowflake
100578,Excel
100578,Looker
100578,Python
100579,AWS
100579,Business Intelligence
100579,Communication
100579,Data Visualization
100579,Excel
100579,R
100579,SQL
100580,Data Modeling
100580,Excel
100580,Looker
100580,R
100580,SQL
100581,Azure
100581,Excel
100581,R
100581,SQL
100581,Tableau
100582,Data Modeling
100582,Excel
100582,SQL
100582,Snowflake
100583,ETL
100583,Excel
100583,SQL
100584,Data Modeling
100584,Data Visualization
100584,Excel
100584,Google Analytics
100584,Looker
100584,SQL
100585,ETL
100585,Excel
100585,Power BI
100585,Python
100585,R
100585,SQL
100585,Statistics
100586,AWS
100586,Communication
100586,Excel
100586,Google Analytics
100586,Python
100586,SQL
100586,VBA
100587,Looker
100587,Power BI
100587,Python
100587,SQL
100588,Excel
100588,Looker
100588,R
100588,Statistics
100589,AWS
100589,Excel
100589,Power BI
100589,Python
100589,R
100589,SQL
100590,Excel
100590,Machine Learning
100590,SQL
100591,Communication
100591,Data Visualization
100591,Google Analytics
100591,Looker
100591,Snowflake
100591,VBA
100592,ETL
100592,Excel
100592,SQL
100593,Data Modeling
100593,Data Visualization
100593,Google Analytics
100593,SQL
100594,AWS
100594,ETL
100594,Excel
100594,Power BI
100594,SQL
100594,Statistics
100595,Data Modeling
100595,Excel
100595,Google Analytics
100595,Looker
100595,Power BI
100595,R
100595,SQL
100596,A/B Testing
100596,Data Modeling
100596,Excel
100596,Looker
100596,Power BI
100596,SQL
100597,Azure
100597,Communication
100597,Data Modeling
100597,Excel
100597,SQL
100598,ETL
100598,Excel
100598,Google Analytics
100598,SQL
100599,A/B Testing
100599,Data Modeling
100599,ETL
100599,Machine Learning
100599,Power BI
100599,SQL
100599,VBA
100600,AWS
100600,Google Analytics
100600,SQL
